T,AI2_filter1
0,6.93715138533728E-23
1,4.8925893265967E-08
2,7.12699869611047E-08
3,-6.71828065281622E-08
4,-2.66610226949827E-07
5,-1.46201620785308E-07
6,-5.5986083330796E-07
7,-1.82533166184873E-06
8,-1.34182380280489E-06
9,1.39460104715457E-06
10,1.56399047909425E-06
11,-2.57863299397208E-06
12,-4.60108942516556E-06
13,1.10894436689686E-06
14,6.76208635940818E-06
15,9.49087093108762E-07
16,-9.42668323286988E-06
17,-5.11001477356026E-06
18,1.14772454627168E-05
19,1.20442855988358E-05
20,-1.04116347226178E-05
21,-1.96687353507526E-05
22,6.94442780536615E-06
23,2.93734914651957E-05
24,2.77328803821341E-06
25,-3.64132113255528E-05
26,-1.53535694965365E-05
27,4.39202726427446E-05
28,3.79890277938495E-05
29,-4.12656704273787E-05
30,-6.21869690663009E-05
31,3.23784972954216E-05
32,9.36642554515362E-05
33,-6.72335766660208E-06
34,-0.000123489798243622
35,-3.5623009351938E-05
36,0.000151586035894152
37,0.000107636772797261
38,-0.000167957656067422
39,-0.000261758492892824
40,-3.30255877309286E-05
41,3.12779027928149E-05
42,-0.000324056181496546
43,-0.000129972334290329
44,0.00212569726385824
45,0.0064989869076417
46,0.0108601315949204
47,0.0127813344562296
48,0.011957570874049
49,0.0102162605186483
50,0.00924527223110556
51,0.00895080737867149
52,0.00816716555773653
53,0.00630903163743076
54,0.00383266539318867
55,0.00144641298093384
56,-0.000539423203556453
57,-0.00215258762472469
58,-0.00352212910634551
59,-0.00475043000018485
60,-0.00571490694286016
61,-0.0060812693252038
62,-0.00596803379621884
63,-0.0065600246789398
64,-0.00932621475688778
65,-0.0141628886519787
66,-0.0187905366975624
67,-0.020695977261893
68,-0.0196014072102628
69,-0.0174698947236878
70,-0.0161076461221018
71,-0.0154007866674573
72,-0.0141007911704839
73,-0.0116863831744304
74,-0.00887186075938887
75,-0.00658019477616152
76,-0.00503351949959437
77,-0.0038600535019035
78,-0.00264828399626225
79,-0.00131113168365463
80,-0.000212475371201753
81,8.45063394761098E-05
82,-0.000380352793369984
83,-0.000371338109509515
84,0.00171616327397621
85,0.00599132302100308
86,0.0104020776797989
87,0.0125223552526606
88,0.0119264613905553
89,0.0103195078664066
90,0.00938826184311785
91,0.00911534844277552
92,0.0083585777875173
93,0.0064763182213209
94,0.00389164908542398
95,0.00138318121003154
96,-0.00063362688122882
97,-0.00219097277046088
98,-0.00355542926445717
99,-0.00493108846427135
100,-0.00608810562561264
101,-0.00645169960481744
102,-0.00605728355901274
103,-0.00632051930889806
104,-0.00903671922086215
105,-0.0141547815503151
106,-0.0191106397323067
107,-0.0211034980671722
108,-0.0198750589622787
