T,AI2_filter1
0,-1.38743027706746E-22
1,-9.78517865319355E-08
2,-1.12105783924155E-06
3,-2.17170020495318E-06
4,-4.82352832688266E-07
5,2.33040498897173E-06
6,6.62712434115838E-07
7,-4.38855782420135E-06
8,-3.9429857009122E-06
9,4.02568891839967E-06
10,6.98967473484741E-06
11,-3.14380163454735E-06
12,-1.12269125240105E-05
13,-7.09993151280479E-08
14,1.57404757842073E-05
15,6.70518880698583E-06
16,-1.80369593649707E-05
17,-1.52938446379723E-05
18,1.85598168651464E-05
19,2.77214241583105E-05
20,-1.30037637665224E-05
21,-3.9788840346754E-05
22,4.00284110835202E-06
23,5.4992097194075E-05
24,1.67515396247042E-05
25,-6.30446010515601E-05
26,-4.2362899360173E-05
27,6.75138719941021E-05
28,8.00078576490435E-05
29,-5.79479073243835E-05
30,-0.000123371152862908
31,3.40232848509427E-05
32,0.000175705176736898
33,1.37568842219134E-05
34,-0.000236570854712117
35,-9.44996364343033E-05
36,0.000319954133616555
37,0.000234846106942192
38,-0.00049744788952549
39,-0.000492449074385357
40,0.00196179262380302
41,0.00664919443907092
42,0.0110535930242302
43,0.0127161402369223
44,0.0116265672758627
45,0.00983327525554569
46,0.00897617621148249
47,0.00881266253760894
48,0.00810185110448781
49,0.00623057887612509
50,0.00364611932695439
51,0.00115397024061869
52,-0.000755508885392892
53,-0.0020864263917105
54,-0.00321493053325335
55,-0.00447714873316859
56,-0.00563889911080176
57,-0.00605689599816524
58,-0.00580888697984611
59,-0.0063826305818289
60,-0.00940702018898065
61,-0.0144633384642591
62,-0.0188693045169895
63,-0.0202201200075144
64,-0.0187716839024595
65,-0.0167410440237785
66,-0.0155760015320015
67,-0.0147152753473318
68,-0.0130114599759508
69,-0.0104486643055012
70,-0.00795461389310613
71,-0.00610435366113492
72,-0.00469170926580553
73,-0.00335777889528905
74,-0.00204728196717252
75,-0.000890527363752373
76,-0.000110773355125806
77,2.03637020367127E-05
78,-0.000301410444278892
79,7.91086299762791E-05
80,0.0025091314778884
81,0.0068185460244092
82,0.0108702711735094
83,0.0124561952331296
84,0.0114929674307245
85,0.00983627377974029
86,0.00904313350086116
87,0.00889952804071799
88,0.00819682131966701
89,0.00632239597099226
90,0.00372236902359044
91,0.00120958033678516
92,-0.000732164227929394
93,-0.00212737434125425
94,-0.00334514772418623
95,-0.0046607679077675
96,-0.00577867940688359
97,-0.00608577484170369
98,-0.00577619382107388
99,-0.00640074807827497
100,-0.00949751498864703
101,-0.0145109324860679
102,-0.0187716958624253
103,-0.0200375181770711
104,-0.0186556766532526
105,-0.0167441460686979
106,-0.0156238204570655
107,-0.014766829611923
108,-0.0131321396118683
109,-0.0106698913991896
110,-0.00815721066009295
111,-0.00615057663596288
112,-0.00462818890577795
113,-0.00336651503686446
114,-0.00219507905137408
115,-0.00104298448194129
116,-0.000133614170726699
117,7.98030813921276E-05
118,-0.000288738123894654
119,4.62691556071938E-05
120,0.00256687064735327
121,0.0070431071866646
122,0.011171671880913
123,0.0126856904276572
124,0.0115852782099079
125,0.00981272285922349
126,0.00893451407910259
