T,AI2_filter1
0,1.31805876321408E-21
1,9.29591972053374E-07
2,1.40305564552696E-06
3,2.13647567639071E-07
4,-3.25421142128717E-08
5,2.21477269656126E-06
6,2.90919425388093E-06
7,-5.93710029714844E-07
8,-2.83743943136743E-06
9,1.5326179360877E-06
10,6.3501782943559E-06
11,1.27413065360653E-06
12,-7.92155529051282E-06
13,-3.95141941276588E-06
14,1.02878914811644E-05
15,9.5598635588051E-06
16,-1.05457198149822E-05
17,-1.66789759945988E-05
18,8.22905695600168E-06
19,2.51649207345874E-05
20,-1.9087556563234E-06
21,-3.38874270915469E-05
22,-9.84136971900024E-06
23,4.02442869272408E-05
24,2.57590700065321E-05
25,-4.45311484589235E-05
26,-5.02596651234561E-05
27,3.87897589341325E-05
28,7.79450205230001E-05
29,-2.31805737324044E-05
30,-0.000111343199568906
31,-1.1754619065701E-05
32,0.000143796331250072
33,7.25665729243006E-05
34,-0.000171196007857345
35,-0.000180845236308518
36,0.000180268777223536
37,0.000414227111157734
38,-0.000115081559937344
39,-0.00156030675490665
40,-0.00378866981034521
41,-0.00694203428301076
42,-0.0111668714739621
43,-0.0156812759030571
44,-0.0187648632560547
45,-0.0192277686552673
46,-0.0176684631247689
47,-0.015803235066192
48,-0.0146305444884259
49,-0.0136821533163865
50,-0.0120497731324144
51,-0.00962643295819237
52,-0.00710510792440022
53,-0.00512536287391552
54,-0.00375948395933489
55,-0.00267133968433076
56,-0.00151823279599419
57,-0.000299972370461809
58,0.000531272023746518
59,0.000547906040201868
60,0.000220137126993158
61,0.00102938566993479
62,0.00410252284242461
63,0.00863839326767686
64,0.0122214416166566
65,0.0130533579907991
66,0.0116211804070887
67,0.00989550359735461
68,0.00915249874156617
69,0.00895970021401294
70,0.00811377722578704
71,0.00606248440717483
72,0.0033059699417179
73,0.000776851342746627
74,-0.000959834444014679
75,-0.00207294792521466
76,-0.00316299105128698
77,-0.0044722108404123
78,-0.00545247414833934
79,-0.00550797017787446
80,-0.00527024090132405
81,-0.00655115225472704
82,-0.0104206968914629
83,-0.0155258705667763
84,-0.0190176489195205
85,-0.019318977131566
86,-0.0174877456448587
87,-0.0156528409259713
88,-0.0146590243616403
89,-0.0137173296375901
90,-0.0119470164216307
91,-0.00949160698220134
92,-0.0070784762909699
93,-0.00513626616661953
94,-0.00364779456425586
95,-0.0024576238147572
96,-0.00139104438455526
97,-0.000345852698729107
98,0.000444564540196788
99,0.00057281218836247
100,0.000323561347192421
101,0.00108321151107868
102,0.00411827330886198
103,0.00877227754456484
104,0.0125223503225477
105,0.0133359318738054
106,0.0116895278409126
107,0.00982375009962357
108,0.00920553979658146
109,0.00923884625916803
110,0.00842649386982833
111,0.00620738279868439
112,0.00335838866493735
