T,AI2_filter1
0,-9.01829680093846E-22
1,-6.36036612457571E-07
2,-6.32954470898559E-07
3,9.58515153770967E-07
4,1.92790958999347E-06
5,-3.50974049351066E-07
6,-2.88666514986999E-06
7,-4.21240140498624E-10
8,5.14159662578743E-06
9,2.76413987465434E-06
10,-5.80162414375333E-06
11,-5.42131346149042E-06
12,7.85893459319324E-06
13,1.31264806025367E-05
14,-3.73045920081266E-06
15,-1.80048246082417E-05
16,-5.41904824346501E-08
17,2.60732376942427E-05
18,1.17326958463461E-05
19,-2.89567226543898E-05
20,-2.55900126591432E-05
21,2.90745741747191E-05
22,4.50516077870681E-05
23,-2.03466482494722E-05
24,-6.56248517199975E-05
25,2.1388514476003E-06
26,8.53995503090479E-05
27,2.84713954782818E-05
28,-9.95869693358255E-05
29,-7.26337429995574E-05
30,0.000103138000205369
31,0.000131208758901909
32,-9.10352601136395E-05
33,-0.000209195992985826
34,5.25140857457958E-05
35,0.000313906566014338
36,2.0746284719916E-05
37,-0.000506721438834304
38,-0.000173607319819027
39,0.00137003244772914
40,0.0028295613568591
41,0.00254654878930552
42,0.000472932355087953
43,-0.00184637934390557
44,-0.0032518677066328
45,-0.00409495422676444
46,-0.0050713481213199
47,-0.00585535245157842
48,-0.00586930485981482
49,-0.00598521556698975
50,-0.00813563483369299
51,-0.0127893232892017
52,-0.0177176127458023
53,-0.0200762205883467
54,-0.0193272910758984
55,-0.0173636081893763
56,-0.0159797080729405
57,-0.0151095364090851
58,-0.0136874779317479
59,-0.0113731065382924
60,-0.00881793226672915
61,-0.0066827053526481
62,-0.00506936999705542
63,-0.00379865089681444
64,-0.0026905877851912
65,-0.00156996444838353
66,-0.000472096665937993
67,0.000149218773895889
68,-4.1417264476555E-06
69,-0.000115621780294871
70,0.00146603758237189
71,0.00537780604117044
72,0.00997806320648646
73,0.0126342622136007
74,0.012337377534648
75,0.0105316098743876
76,0.00925389570417648
77,0.00898987983692274
78,0.00865680421260507
79,0.00722479223198406
80,0.00479185849156679
81,0.00219948913641774
82,0.000113906422075587
83,-0.00140360192924695
84,-0.00271747952070688
85,-0.00411995938497502
86,-0.00536317186650246
87,-0.00581037760624893
88,-0.0054282001704148
89,-0.00554523812217899
90,-0.0079354164291774
91,-0.0127216091121627
92,-0.0176323919359809
93,-0.0199722960635437
94,-0.0192271007400092
95,-0.0172062450413348
96,-0.0157155909738305
97,-0.0147923251255986
98,-0.0134113848535522
99,-0.0111836453006466
100,-0.00870548503139366
101,-0.00659073555095547
102,-0.00488617079486666
103,-0.00343023368180796
104,-0.0021961895962243
105,-0.00115386714086444
106,-0.000267381220770941
107,0.000239842019070409
108,0.000163731439370462
109,0.000155837844870523
110,0.00167848336102932
111,0.00541327607923162
112,0.00992185347584567
113,0.0126606708476097
114,0.0125086474492121
115,0.0107625647437814
116,0.00942865186578836
117,0.00905250982459927
118,0.00861568058110134
119,0.00713818625158617
120,0.0047458739338768
121,0.00224293149422106
122,0.000202164070745497
123,-0.00135931177086784
124,-0.00274018538545037
125,-0.00414757411004644
126,-0.00534822536674346
127,-0.0057873516245115
128,-0.00544621288665425
129,-0.00557678881125264
130,-0.00790819738624498
131,-0.0126225542808916
132,-0.0175178361943632
133,-0.0198724825567537
134,-0.0191083759127837
135,-0.0170615750184582
136,-0.0156347997485718
137,-0.0148674112372499
138,-0.0135813195820115
139,-0.0112503596078189
140,-0.00854779702580744
141,-0.00632572866473452
142,-0.0047632582695037
143,-0.0035645945563931
144,-0.002450559940081
145,-0.0012974422873283
146,-0.000212787059353787
147,0.000387767423708586
148,0.000259085050840098
149,0.000150773352008592
150,0.00161281010538551
151,0.00533298133145063
152,0.00985015970536124
153,0.0126136052066601
154,0.0124858395652813
155,0.0107348767038347
156,0.00938151228957192
157,0.00903511841381826
158,0.00868928434957553
159,0.00726023289602702
160,0.00476640768449376
161,0.00206552881744543
162,-8.18702143590345E-05
163,-0.00155010930633661
164,-0.00273494862046253
165,-0.00402291973481231
166,-0.00524083048965504
167,-0.00574147934712983
