T,AI2_filter1
0,1.31805876321408E-21
1,9.29591972053374E-07
2,1.35412975226099E-06
3,-2.97955458715738E-07
4,-1.68315884218593E-06
5,8.33125963396703E-07
6,5.05446376459137E-06
7,3.42920327429972E-06
8,-4.03460136242046E-06
9,-5.11548626278723E-06
10,5.80707731819208E-06
11,1.16033005111218E-05
12,-1.91835994653399E-06
13,-1.56794846012104E-05
14,-2.54440359310198E-06
15,2.12056954991636E-05
16,1.23701729856405E-05
17,-2.30331387524925E-05
18,-2.48762320229175E-05
19,2.10053692205267E-05
20,4.04305982648664E-05
21,-1.21152113496012E-05
22,-5.65949267896902E-05
23,-5.18053202847841E-06
24,7.04436985520209E-05
25,3.18554644498045E-05
26,-7.93238070884378E-05
27,-7.05513553845047E-05
28,7.5281075578426E-05
29,0.000116356523031821
30,-5.80284373239364E-05
31,-0.000173004100502116
32,1.76441728212649E-05
33,0.000238378688451305
34,5.0690726675331E-05
35,-0.000328332348617352
36,-0.000168672447759385
37,0.000511960896425993
38,0.000414252456787101
39,-0.00158260489872864
40,-0.00463846671261978
41,-0.00656570680330949
42,-0.00655938924083825
43,-0.00655153170141049
44,-0.00908370133427781
45,-0.0141364039656391
46,-0.0188971383400422
47,-0.0207427322238269
48,-0.0197241823948449
49,-0.0178155052314358
50,-0.0164218998567976
51,-0.0153305139360427
52,-0.0137612495293604
53,-0.0115562048272091
54,-0.00913696772103131
55,-0.00690743276812031
56,-0.0050810223064128
57,-0.00374082220857555
58,-0.00270720779104052
59,-0.00161065201605765
60,-0.000461836979594085
61,0.000136145206390588
62,-9.24576721891701E-05
63,-8.54060503827189E-05
64,0.00187350338244518
65,0.0060851084980308
66,0.0105519346583922
67,0.0127415241002019
68,0.0120848787853603
69,0.0102649398408647
70,0.00913254889317811
71,0.00888888392573134
72,0.00841769181536832
73,0.00684132616632911
74,0.0043349141218303
75,0.00169154670906736
76,-0.000454771525545074
77,-0.00200379057330559
78,-0.00329509363493993
79,-0.00465587967718405
80,-0.00589301303392277
81,-0.00642464169024348
82,-0.00626881197145221
83,-0.00671903282430741
84,-0.00936002095127299
85,-0.0141088234679659
86,-0.0187210679921513
87,-0.0207750561433868
88,-0.0199745805863313
89,-0.0180580001855568
90,-0.0166115972385842
91,-0.01559024414477
92,-0.0140558801389055
93,-0.0116911973800342
94,-0.00909221450022388
95,-0.00691112529128929
96,-0.00526432486328679
97,-0.00392605777699671
98,-0.00267778865705247
99,-0.00144174285746945
100,-0.000401886652488313
101,2.99362567887317E-05
102,-0.000186498083911912
103,-6.48079646795518E-05
104,0.00188366024495521
105,0.00597359372614531
106,0.0104546890118264
107,0.0128818531706371
108,0.0124472006178501
109,0.010581098224724
110,0.00919625527638721
111,0.00875746546101245
