T,AI2_filter1
0,-2.21988844330793E-21
1,-1.56562858451094E-06
2,-2.03601011642552E-06
3,7.93793479397864E-07
4,3.15701723628469E-06
5,-3.08757346611541E-07
6,-5.38674703174384E-06
7,-1.81035228593367E-06
8,7.71112365713859E-06
9,6.2554991468844E-06
10,-8.26661617887589E-06
11,-1.1543202878462E-05
12,7.80300818991802E-06
13,1.96912339018991E-05
14,-2.49767752841945E-06
15,-2.67869517632264E-05
16,-5.20018469564828E-06
17,3.62416506157389E-05
18,2.26109830580573E-05
19,-3.7732983162647E-05
20,-4.16891758245705E-05
21,3.58926103207737E-05
22,6.88765835721705E-05
23,-2.00811553114754E-05
24,-9.51787798270168E-05
25,-7.59417567675883E-06
26,0.000120699362424632
27,5.35383017770076E-05
28,-0.000136801664113004
29,-0.000118060711874665
30,0.000137614538202321
31,0.000204721378551179
32,-0.000113453554443786
33,-0.000320431392673087
34,5.07678520187332E-05
35,0.000490758916181378
36,7.92280633627666E-05
37,-0.000840354878735062
38,-0.000391024343735253
39,0.00271037325007953
40,0.00715560182579859
41,0.01001042713759
42,0.00966262101622091
43,0.00712296146135324
44,0.0043557948562443
45,0.00218480123236926
46,0.00028961899400901
47,-0.00153516074997901
48,-0.00306214308365705
49,-0.00427934997095539
50,-0.00539936344266035
51,-0.00618778247499608
52,-0.00622566285375165
53,-0.00618224034836417
54,-0.0078947743045633
55,-0.012297870076283
56,-0.0176858572575694
57,-0.0210047070202246
58,-0.020927085371217
59,-0.0189159841007988
60,-0.0171251189705524
61,-0.0160537414310925
62,-0.0147179011328081
63,-0.0124473672424161
64,-0.0096845033491398
65,-0.00720442385500269
66,-0.00530929322614397
67,-0.00389581925543528
68,-0.00275368166391962
69,-0.00162460973932975
70,-0.000435253627512081
71,0.000369654078623711
72,0.000292596481944078
73,-6.74078656132651E-05
74,0.00106189182498669
75,0.00476969780643135
76,0.00970493601254496
77,0.0129936210317005
78,0.0131231746604732
79,0.01132338517497
80,0.00982100500252696
81,0.00932914460031486
82,0.00878289575733992
83,0.00710611103600678
84,0.00446619168412253
85,0.00178550094178623
86,-0.00032156439969588
87,-0.00187279158843838
88,-0.0031947304453507
89,-0.00453690020574178
90,-0.00576917842988255
91,-0.00638057755427074
92,-0.00618572774441576
93,-0.00619798776246693
94,-0.00819161086499725
95,-0.0127477339653842
96,-0.0179951225046363
97,-0.0210517675973648
98,-0.0208291884094028
99,-0.0188453799722923
100,-0.0171529552588422
101,-0.0161453921469393
102,-0.0148044795816029
103,-0.0124888518005799
104,-0.00969383472090224
105,-0.00722577027222345
106,-0.00537837074948555
107,-0.00402679898348446
108,-0.00295137359663942
109,-0.00188249215338709
110,-0.000720665565127891
111,9.8171369394325E-05
112,4.7633425200922E-05
113,-0.000288939237068294
114,0.000908710791278059
115,0.00478258401800346
116,0.00993344361638997
117,0.0133551204660486
118,0.0134647796106678
119,0.0115598334580272
120,0.00997912610347943
121,0.00946970527201139
122,0.00892889517391765
123,0.00726500184224765
124,0.00466094045393167
125,0.00201959771792708
126,-0.000104153581063971
127,-0.0017470922057041
128,-0.00317879200968043
129,-0.00458960497333594
130,-0.00585867883520553
131,-0.0065071385797426
132,-0.00631532042938637
133,-0.00621954394151938
134,-0.00800725989544153
135,-0.0124167422808375
136,-0.017735788401776
137,-0.0210490039391495
138,-0.0210402408171637
139,-0.0190306340564076
140,-0.0171083365189762
141,-0.015880130997334
142,-0.0144845266089994
143,-0.0122507280891598
144,-0.00955688044313384
145,-0.00715838303993966
146,-0.00537188498301931
147,-0.00407529938173706
148,-0.00301160558623261
149,-0.00190670591231529
150,-0.000714403109967617
151,8.85082743647251E-05
152,-9.98395869610406E-06
153,-0.000406412456915055
154,0.000709512970554959
155,0.00449474248503843
156,0.00962482686481161
157,0.0131375406121935
158,0.0133675646186758
159,0.0114853863859568
160,0.00983379697024162
161,0.00929677859119104
162,0.00884127968127037
163,0.00726562533340787
164,0.00462019249103264
165,0.00185396112258256
166,-0.000308667692930797
167,-0.00184545584490514
168,-0.00315041409165344
169,-0.00454395990275823
170,-0.00588575461701511
171,-0.00659926714277693
172,-0.00643422980568998
173,-0.00635466656108714
174,-0.00812799184683691
175,-0.0124351382030547
176,-0.017592363538945
177,-0.0208172681907044
178,-0.0208815482358393
179,-0.0190377195459757
180,-0.0172384315320421
181,-0.0160446461343227
182,-0.0146456302445156
183,-0.0124013615583906
184,-0.00966187680030497
185,-0.00717700701128491
186,-0.00531909897009743
187,-0.00399924970634724
188,-0.00290942014183566
189,-0.00172139103125428
190,-0.000432219752371203
191,0.000397798824564767
192,0.000274562586113134
193,-8.83995746532044E-05
194,0.00114624960548435
195,0.00500233124737967
196,0.0100309418992217
197,0.0133430796710771
198,0.0134672305498882
199,0.0116336422285841
200,0.0100380786105242
201,0.00942908902898104
202,0.0088497003653427
203,0.0072820707617792
204,0.00480591739837707
205,0.00219189821598616
206,2.37709066601817E-06
207,-0.00169039223164927
208,-0.00309755357947003
209,-0.00444402523021813
210,-0.00565660603974089
211,-0.00627167888995974
212,-0.00608885865992683
213,-0.00607938802789431
214,-0.00802038171333562
215,-0.0125597584398265
216,-0.0178844967848251
217,-0.0210708068366428
218,-0.0209042878350825
219,-0.0188361414479565
220,-0.0170121760661674
221,-0.0159805319067226
222,-0.014743047495461
223,-0.0125167149763433
224,-0.00968611184059727
225,-0.00712101344844816
226,-0.00523759058533855
227,-0.00389908105492855
228,-0.00277314345692879
229,-0.0015886362660779
230,-0.000402777040096763
231,0.000251762095694099
232,-2.55260685750293E-05
233,-0.000454733803564713
234,0.000794802990236831
235,0.00469689004965502
236,0.00975085940997373
237,0.0130358739954552
238,0.0130910719248675
239,0.011213296364476
240,0.00967758701835447
241,0.00923546438170537
242,0.00882286124999528
243,0.00729117209047773
244,0.00469869802206887
245,0.00193639335002814
246,-0.000286379088908434
247,-0.00187369338156922
248,-0.0031625110466573
249,-0.00452022010501795
250,-0.00587697160297391
251,-0.00662700875867524
252,-0.00644054201773601
253,-0.00631421991772829
254,-0.0081604805835723
255,-0.0127014618628428
256,-0.0180641232094684
257,-0.0212421963813487
258,-0.0210406478647175
259,-0.0189840726710261
260,-0.0172076676161701
261,-0.016160870537613
262,-0.0148096926591432
263,-0.0124771364361699
264,-0.00967074720083912
265,-0.00723951233353333
266,-0.00546382843446828
267,-0.00412375071718301
268,-0.00292685124119613
269,-0.00167023310697808
270,-0.000417717192894396
271,0.000316849430757639
272,0.000110696579770608
273,-0.000295590967730998
274,0.000932011155192878
275,0.00479346339897094
276,0.00978019214862123
277,0.0129583802103146
278,0.0129316348118927
279,0.0111117085459782
280,0.00978355833666854
281,0.00953011971086058
282,0.00909568110916332
283,0.00733974475133116
284,0.00453472832406747
285,0.00175687930331574
286,-0.000322526152022406
287,-0.00179525283628163
288,-0.00309812045759119
289,-0.00450577739194899
290,-0.00580756405431684
291,-0.00641097115559397
292,-0.00615518456268997
293,-0.00615388267905456
294,-0.00822158502716946
295,-0.0128622487086377
296,-0.0181188830729903
297,-0.0211377682000109
298,-0.0209222019982661
299,-0.0189912622714407
300,-0.0172865955352276
301,-0.0161434950388116
302,-0.0146534966998637
303,-0.012335989835775
304,-0.00969586119403372
305,-0.00738433297364343
306,-0.00556151305035457
307,-0.00412616494186115
308,-0.00297331258851009
309,-0.00189599441852845
310,-0.000769456487153638
311,1.70097137607051E-05
312,-4.48308321769938E-05
313,-0.000376504490600877
314,0.000823972776565539
315,0.00466654311459041
316,0.00972883188036247
317,0.0130280141977624
318,0.0130478470927333
319,0.0111465964015054
320,0.0096749051456047
321,0.00933266510546891
322,0.00892566561192214
323,0.00727228676749949
324,0.00454865476925805
325,0.00177350539069643
326,-0.00035439584508244
327,-0.00185873965295956
328,-0.00315013332524288
329,-0.00454471291508671
330,-0.00588800086065362
331,-0.00658938539590769
332,-0.00642143091841182
333,-0.0064143573155084
334,-0.0083572237051563
335,-0.0128207099723147
336,-0.0179558545884981
337,-0.0209589358080702
338,-0.0207872209178815
339,-0.0188950748317906
340,-0.0172325714524217
341,-0.0161801988131758
342,-0.0147944988408105
343,-0.0124780005364191
344,-0.00969335391827668
345,-0.00721950871907278
346,-0.0053757460150353
347,-0.00404722937476435
348,-0.00296743234186317
349,-0.00185044966720694
350,-0.000675730211999089
351,5.7052202637408E-05
352,-9.31764545179958E-05
353,-0.000399211048691202
354,0.000935670518317021
355,0.00484725778153373
356,0.00981064278413388
357,0.0129573411490617
358,0.012940415493377
359,0.011109275750048
360,0.00965503494528707
361,0.00920558102274677
362,0.00868876004799319
363,0.00707272856452609
364,0.0045127829798344
365,0.0018677872195311
366,-0.000263296203406548
367,-0.00184657377721357
368,-0.00318168823665614
369,-0.00455672526418098
370,-0.0058624525810731
371,-0.00652519673578262
372,-0.00628897130943609
373,-0.00620347236424759
374,-0.00816201796670528
375,-0.012801005292914
376,-0.0181678308278679
377,-0.0212621037286262
378,-0.0209793078208428
379,-0.0189251097143904
380,-0.0172157829107744
381,-0.0162045979160934
382,-0.0148033887595273
383,-0.012393704375498
384,-0.00957490872766236
385,-0.00718848137730758
386,-0.00541299488200823
387,-0.00398816814442405
388,-0.00273072803683432
389,-0.00156088207640669
390,-0.000488409005494147
391,0.000165671556047708
392,6.13111617994014E-05
393,-0.000204349594414424
394,0.00103115312343536
395,0.00481243938320786
396,0.00982875673176706
397,0.0132047736763864
398,0.0133494286073255
399,0.0114541919496293
400,0.00982651526727502
401,0.00929146322975399
402,0.0088008083774663
403,0.0072125969825385
404,0.00463481084925012
405,0.00196974986829125
406,-0.00017605890792395
407,-0.00181349855227359
408,-0.00321915992442244
409,-0.00457867648586168
410,-0.00576294826818273
411,-0.00633945508922687
412,-0.00618727388622217
