T,AI2_filter1
0,1.04057270780059E-21
1,7.33888398989505E-07
2,7.26568551554802E-07
3,-8.70595394192593E-07
4,-1.62384606273656E-06
5,7.63455357150809E-07
6,2.93516634846728E-06
7,-1.29464130335821E-07
8,-4.73370643221572E-06
9,-1.82189432280789E-06
10,5.04318061729681E-06
11,2.59373022249895E-06
12,-7.43246872509607E-06
13,-6.98224232015914E-06
14,6.62348742916408E-06
15,1.04810527930346E-05
16,-6.51118751081442E-06
17,-1.67561991317484E-05
18,2.79332967617972E-06
19,2.26383809596926E-05
20,3.52465431202409E-06
21,-2.82079758430682E-05
22,-1.3326373897082E-05
23,3.2535130009061E-05
24,2.84164385017343E-05
25,-3.19250642436918E-05
26,-4.68212539493748E-05
27,2.5921366922734E-05
28,7.0498130432866E-05
29,-7.96661208803316E-06
30,-9.35677702992292E-05
31,-2.14701553757214E-05
32,0.000120330072858453
33,7.86771991889151E-05
34,-0.000137987710958883
35,-0.000176356876959853
36,0.000142342597442351
37,0.000392306885687704
38,-8.9130919963499E-05
39,-0.00139354571864002
40,-0.00277915207342366
41,-0.00326815754290861
42,-0.00246339485518638
43,-0.000872901276653664
44,0.000437699180009278
45,0.000684489170278189
46,0.000223845170223309
47,0.000581049170590828
48,0.00315691735383931
49,0.00758735683636718
50,0.0116519308022079
51,0.0132210952930209
52,0.012238174273747
53,0.010484213412856
54,0.00949919198569615
55,0.00915811708889681
56,0.00831289619863062
57,0.00632281451116898
58,0.00362520348128709
59,0.00109138551325323
60,-0.000780332922535073
61,-0.0021028537044464
62,-0.00331010564769209
63,-0.0046156161461617
64,-0.00564751043214076
65,-0.00585694308781152
66,-0.00557712744076329
67,-0.00637398684045995
68,-0.00965363663185546
69,-0.0147670172341558
70,-0.0190890351041267
71,-0.0204274509404233
72,-0.0190585671377515
73,-0.017005956588143
74,-0.0156455084650019
75,-0.0146160765597982
76,-0.0129433535837548
77,-0.0104637487396985
78,-0.00782860557249372
79,-0.00562620927756658
80,-0.00397013286640507
81,-0.00270383244882886
82,-0.00160253656699024
83,-0.000511012729884598
84,0.000377097887723182
